"id","text","sentiment"
41,"BREAKING: AOC addresses Kevin McCarthy’s now-infamously long speech opposing the Build Back Better Bill by saying “I’ve said it before, I think he talked a lot but had nothing to say.” RT IF YOU AGREE WITH AOC!",NA
42,"AOC Decided It Was a Good Time to Tweet About This After Attack on the Waukesha Christmas Parade https://t.co/Srm54ekgkU",NA
43,"@Brian_Chovanec This is Doom. I see why you told me what you did.
I can't let myself believe that we find the good guys, no PAC $, beholden to only us then they are ruined once they get to DC. 
AOC didn't do that and I gotta believe we can find more.
#AllenEllisonForSenate",NA
44,"#correct Dems want to push #sustainable alternatives. This means you and I end up eating bugs while the elites eat whatever they want. Cars get replaced with electrical and then eventually mass transportation. Dont believe me? Read and follow what AOC and her ilk plan.",NA
45,"RT @MattWalshBlog: Holy shit. @AOC is a demonic sociopath. A guy out on $1,000 bail just mowed down a bunch of women and children, and her…",NA
46,"@KLeighB47 When people ask me who has their priorities most in order, I tell them Ted Cruz.",NA
47,"AOC Calls Republican Reps. Marjorie Taylor Greene And Paul Gosar ‘Neo-Nazis’ https://t.co/76PWWkEse4",NA
48,"Never forget this shit",NA
49,"I’ve figured out why people hate Beto for his name, and not politicians like Nikki Hailey or Ted Cruz. 
People expect assimilation into white culture, but not the other way around. 
My son was Benito when we lived on the border. Don’t let them get away with that. #BetoForTexas",NA
50,"@SenTedCruz DEMS=AMERICA LAST
- Highest inflation in 31 yrs
- 1.7M+ illegal immigrants
- $450K to immigrants/BBB=$10B MORE
- MASS LOOTING IN CA
- AOC NO BAIL NY
- 100K FENTANYL DEATHS 
- Govt mandates
- $82B in weapons to Taliban
- $5 gas
- Ideological indoctrination

https://t.co/Bli4hRBFSS",NA
51,"RT @DavidblogerICBW: @Numbers28 Some run to help during a crisis like AOC. Some people run to Cancun like Ted Cruz. Ted Cruz won’t help his…",NA
52,"@FFurder @CNN @CityofQuincy @AOC President Trump has your back I thought. Said enemies. 2.24.17
Only he says what u see. 
Media is the enemy. 
I hate u&u hate me.
No apologies.
Ok then. Eternity.
Desks. They are a great place. For broadcasting.
They just take longer.
In a media war. For United States.
Boston Ma. https://t.co/vTAfPYIQKi",NA
53,"RT @lindyli: The Senate went on break

While Ted Cruz & Josh Hawley continue to block Biden’s national security nominees for no good reason…",NA
54,"RT @OccupyDemocrats: BREAKING: Kathy Griffin reveals she was investigated by the Secret Service and US Attorney, put on the No-Fly list, an…",NA
55,"Ted Cruz just followed in Representative Gosar's footsteps when he posted a picture of Big Bird on the Thanksgiving table.

Paul Gosar was censured. We will go one step further. We will retire Ted Cruz.",NA
56,"RT @KimMangone: Raise your hand if you think Ted Cruz is a pathetic coward.",NA
57,"@WhiteHouse @VP Day 1700-  Plz See all 3 📷s  @RepEBJ  @RepKarenBass @TheBlackCaucus #Michigan #Whistleblower My #CivilRights LAWSUIT was dismissed in 12/20 BC of the 💰 & legal fallout. @PressSec. I ask could you pull up Western Dist. Mich # 1:20-CV-722 & give 2 @POTUS 🙏🏾https://t.co/dCiS0hMBJP https://t.co/ccQLdLBQFS",NA
58,"@timmerzzz77 @AllThingsJen hey I'm still smarting over Ted Cruz is the Zodiac Killer showing up

I mean, unfair to the Zodiac Killer, I get it, but *damn* calling Ted ""Ol' Zodiac"" just feels so right",NA
59,"RT @The_FJC: Liberals are so stupid... They can't even do simple math... For example, they want to have all the prisoners released in 10 ye…",NA
60,"RT @DanielleCandela: @ReportsDaNews Jim Jordan, Lauren Boebert, Marjorie three names, Mo Brooks, Madison Cawthorn, Paul Gosar, Josh Hawley,…",NA
61,"@JoeNBC Shouldn’t everyone be tweeting this?? @JoeNeguse @mmpadellan @MeidasTouch @AOC @tedlieu @donwinslow @kaitlancollins @AaronParnas @johnpavlovitz @Timodc",NA
62,"RT @lindyli: The Senate went on break

While Ted Cruz & Josh Hawley continue to block Biden’s national security nominees for no good reason…",NA
63,"Democrat tears into AOC, radical dems on past bail reform comments following Waukesha tragedy https://t.co/hrgCpTxAu5 #FoxNews",NA
64,"RT @GenXIsNotWoke: #Pelosi #Maddow #NYC #BlackLivesMatter #berniesanders #Bitcoin #CNN #Covid19  #manchin #AOC #DonaldTrumpJr #GreenNewDeal…",NA
65,"RT @tuxefrog: Don't you have some more OF videos to like AOC? Or are you too busy getting pegged with crystals from your pyscho bitch of a…",NA
66,"@anjalikristian9 @feralrosescat @robreiner Trisha, Anjali is as idiotic as you are.  You two should get together and watch CNN.  You two have the combined IQ of AOC.",NA
67,"RT @CommsDirectBert: Ted Cruz stands for nothing and falls for everything.",NA
68,"@DavidHi87254937 @CNN @CityofQuincy @AOC President Trump has your back I thought. Said enemies. 2.24.17
Only he says what u see. 
Media is the enemy. 
I hate u&u hate me.
No apologies.
Ok then. Eternity.
Desks. They are a great place. For broadcasting.
They just take longer.
In a media war. For United States.
Boston Ma. https://t.co/tdAhsBYIdc",NA
69,"RT @GrandpaSnarky: 1/6 Ethics Complaint Against Ted Cruz And Josh Hawley Moving Through The Senate https://t.co/Nr9ntMtrpw via @politicusus…",NA
70,"Lying Ted.",NA
71,"RT @Larry_Beech: Dear AOC,

Are you attending your friends hearing right now? https://t.co/DYojMJheNR",NA
72,"@dsleyton @KSTiLLS @untilfreedom @WNEMTV5news @ABC7 @ABC12WJRT @MIAttyGen @GovWhitmer @LtGovGilchrist @wearepushblack @ACLU_OR @aclutn @ACLU_NorCal @ACLU_Mass @ACLUTx @ACLUofMichigan @RepDanKildee @CBSNews @foxnewsalert @ABCPolitics @NAACP @USAO_MIE @ABCWorldNews @Georgia_NAACP @NAACP_LDF @ACLU_WA @GBTPOLICE @dananessel @MiCivilRights @KingJames @CharlesWoodson @CivilRights @FOX2News @CBSEntDiversity @NBCInvestigates @sgurman Pt.6 Day 1879- Read 📍📬☝🏿 & 3. 📬 s 👇🏿 @anfuller @RayLong @AP
@VP @VICENews @VICE @RocNation @RockTheBells @JAYWOOD87 @MI_LBC What stands out in the 3?  #WhoisC19 @CivilRights  ASAP on @migovernment #racism #Police #CORRUPTION & cover up @POTUS @AOC #USA https://t.co/roxGTgJ7gD https://t.co/BsHVpKz5Ig",NA
73,"RT @Stonekettle: How can we make this into a bad thing?! Socialism? Communism? Big Bird? What? COME ON, PEOPLE, LET'S HEAR SOME IDEAS!
-- O…",NA
74,"I hate to say it, but Ted Cruz is a dick.

Who am I kidding? I like to say Ted Cruz is a dick. Because he is.",NA
75,"A Miscarriage of Civil Justice in London county courts―proving systematic corruption across judiciary & serial viols Arts 6 & 8 ECHR by several offices of UK MoJ ➯ https://t.co/8ssYhgYRsC

123MB zip archive: https://t.co/0K7jM3VbtD

@UofT_ijb @BMCC_CUNY @FoxNews @maggieNYT @AOC",NA
76,"She has a look of AOC...Poor lass.
 #tippingpoint",NA
77,"@FFurder @CNN @CityofQuincy @AOC What about I ask him if he wants you kicked out of our United States? 
Then what. https://t.co/VIzH4GEKyB",NA
78,"Last week, AOC in her 6 minute remarks rose during the House censure debate to gave a stunning definition of American democracy:
a place where ""we have each other's backs despite our differences""
•That's exactly how she represents a district that speaks over 200 languages.",NA
79,"Raise your hand if you think Ted Cruz is a pathetic coward.",NA
80,"@TrishForTrump @Elenaforever13 #AOC is your typical lefty #Democrat none of them can take back lash but they sure think they have the right to dish crap out #SpoilerAlert SCREW YOU DEMOCRATS you aint gonna like whats coming https://t.co/O3AEUE26wp",NA
81,"John Delaney is to the left of AOC",NA
82,"@ReportsDaNews Jim Jordan, Lauren Boebert, Marjorie three names, Mo Brooks, Madison Cawthorn, Paul Gosar, Josh Hawley, Ted Cruz KevinMcCarthy. 215 people have testified to the select committee. They have your emails and phone records. The circle is is getting smaller. https://t.co/tloAVUMerN",NA
83,"@CharlesLevinso6 @OccupyDemocrats @Janelle46931398 Yes- need to remove Pelosi, Aoc and the rest of the squad as well. Then it won’t be too limiting.",NA
84,"Glyphosate herbicide key driver of reduced carbon emissions in agriculture, academic study finds https://t.co/RTOzQEQ7D5 via @GeneticLiteracy",NA
85,"21st Century apartheid, courtesy of American's tax dollars.

#BDS #ApartheidIsrael @AOC @IlhanMN #BoycottIsrael #BLM #taxes",NA
86,"@lerwill_t @SaraEisen No, this about seeing people like Bannon, Stone, Trump, Rittenhouse breal law after law with zero consequence. None.
People are fed up with double standards.
AOC works for a living: make laws apply to EVERYBODY.",NA
87,"Hey Sparky, I know you have difficulties comprehending the written English language,  but FU and your idea about less or no bonds. Why don't you tell that to the families of the racist who murdered 6 people including kids and maimed or hurt 40+others.  He was let out on your idea",NA
88,"Democrat tears into AOC, radical dems on past bail reform comments following Waukesha tragedy

https://t.co/RhGBa0KxII",NA
89,"RT @HotspawnEsports: Giveaway Alert 🚨
Hotspawn has teamed up with @AOC_Gaming to giveaway an amazing gear bundle, which includes an ultra-w…",NA
90,"@walterrhett @GCobbHunter @AOC @aoc passion for America gives us hope.",NA
91,"@SenTedCruz Anti-American extremist Ted Cruz, a member of one such group, doesn't seem to believe his own bullshit.",NA
92,"RT @NeilLowenthal1: Please enjoy @RepAOC & @RepRaskin reminding us why the GOP is morally & ethically bankrupt. 

As Kevin McCarthy rambles…",NA
93,"This is Chrystul Kizer of Kenosha, WI. In 2018 at the age of 17, she shot and killed the man that held her captive and sexually abused her for over a year then was found guilty of 1st degree murder.

I hope we can all fight for this girl’s right to defend herself. https://t.co/TcsbEGqO24",NA
94,"@moonbeam895 @AOC AOC should talk to Darrell Brooks her new poster child.",NA
95,"@tedcruz And @tedcruz remains a shameless POS.

https://t.co/F3VeS1NZBU",NA
96,"RT @Larry_Beech: Dear AOC,

Are you attending your friends hearing right now? https://t.co/DYojMJheNR",NA
97,"@comcentrate1 I’ve voted for every right-to-try/legalization bill. I even voted for AOC’s amendment to allow research on magic mushrooms. I stood up for the Amash man in KY who was prosecuted by FDA for selling natural remedies. It was my bill that became a farm bill amendment to allow hemp.",NA
98,"@alexbruesewitz @mtgreenee @StrahanJennifer What makes her a RINO?  MTG has been a complete circus. She has brought just as much drama as AOC. She talks horrible about Lin, she’s constantly bringing drama to congress & I’m really sick of it. These are our leaders. And congress is a MESS! Bring integrity back for God sake!",NA
99,"Waukesha massacre suspect makes first court appearance; bail set at $5 million. No doubt Kamala will try to raise funds for it and AOC will complain that the bail is too high. https://t.co/IeHJxam7jX",NA
100,"RT @WinterAsh12: Hollywood left really don’t get it…Stephen Colbert Suggests Ending Right To Self-Defense After Rittenhouse Acquittal; Ted…",NA
